Dataset1,Dataset2
,112
,389
,389
,389
,389
,389
,389
,79
,79
,79
,79
,79
,79
,241
,241
,241
,241
,197
,197
,197
,197
,197
,197
,197
,197
,197
,197
,17
,17
,17
,17
,17
,17
,17
,17
,17
,17
,35
,35
,35
,35
,35
,35
,241
,241
,241
,241
,51
,51
,51
,51
,51
,51
,35
,35
,35
,35
,241
,241
,241
,241
,241
,241
,35
,79
,79
,79
,79
,79
,79
,79
,79
,79
,51
,51
,51
,51
,51
,51
,51
,51
,51
,51
,51
,51
,51
,112
,112
,112
,112
,112
,112
,112
,112
,122
,122
,267
,170
,283
,283
,283
,272
,116
,116
,122
,122
,122
,168
,168
,168
,227
,227
,244
,244
,244
,244
,244
,244
,244
,78
,129
,129
,67
,67
,67
,67
,67
,67
,67
,388
,123
,123
,206
,206
,206
,376
,376
,376
,376
,376
,376
,376
,361
,361
,361
,361
,361
,361
,361
,361
,361
,361
,376
,376
,376
,4
,4
,4
,4
,4
,4
,4
,357
,357
,357
,4
,4
,4
,4
,4
,4
,4
,4
,4
,4
,346
,346
,346
,346
,346
,346
,346
,341
,341
,341
,67
,67
,67
,67
,67
,67
,67
,365
,365
,365
,365
,365
,365
,365
,365
,365
,365
,388
,388
,388
,86
,86
,70
,70
,70
,70
,70
,70
,70
,294
,294
,294
,294
,294
,294
,294
,294
,294
,294
,390
,390
,390
,390
,390
,390
,390
,23
,23
,23
,23
,23
,23
,23
,23
,23
,390
,188
,188
,188
,188
,188
,188
,188
,188
,188
,188
,188
,188
,188
,107
,187
,187
,187
,187
,187
,187
,93
,93
,93
,93
,93
,334
,334
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,305
,334
,334
,250
,122
,355
,355
,47
,47
,47
,47
,47
,47
,47
,47
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,346
,346
,220
,220
,220
,220
,127
,127
,127
,127
,127
,127
,127
,127
,127
,127
,127
,127
,127
,245
,245
,245
,245
,245
,245
,37
,40
,40
,86
,86
,351
,351
,61
,61
,61
,61
,61
,61
,61
,349
,59
,59
,156
,156
,156
,156
,393
,393
,393
,306
,306
,306
,306
,306
,131
,131
,131
,131
,24
,369
,369
,369
,369
,369
,295
,41
,41
,41
,41
,41
,41
,41
,41
,20
,221
,221
,221
,221
,221
,156
,156
,32
,32
,32
,32
,32
,32
,32
,32
,62
,62
,62
,62
,62
,62
,62
,62
,62
,286
,62
,62
,62
,62
,62
,62
,62
,62
,62
,62
,250
,122
,122
,122
,217
,217
,217
,217
,217
,217
,217
,217
,217
,217
,145
,145
,145
,145
,145
,145
,145
,145
,145
,247
,247
,247
,247
,247
,247
,247
,247
,247
,145
,145
,145
,145
,145
,145
,214
,214
,214
,214
,214
,214
,214
,214
,214
,247
,247
,247
,247
,247
,43
,43
,43
,43
,138
,138
,247
,247
,247
,247
,247
,247
,247
,214
,214
,214
,145
,138
,138
,138
,156
,156
,156
,156
,156
,156
,156
,156
,243
,243
,32
,32
,32
,32
,32
,32
,32
,32
,356
,356
,356
,156
,156
,156
,156
,156
,156
,156
,156
,156
,148
,15
,15
,327
,327
,327
,327
,327
,327
,327
,272
,13
,13
,2
,2
,217
,217
,354
,354
,354
,354
,354
,354
,354
,354
,42
,42
,9
,9
,9
,9
,9
,9
,181
,181
,181
,181
,181
,181
,292
,292
,292
,292
,292
,292
,5
,5
,5
,5
,5
,5
,5
,5
,5
,5
,121
,121
,121
,121
,121
,121
,121
,140
,140
,140
,384
,384
,384
,384
,384
,384
,384
,140
,140
,140
,391
,391
,391
,391
,391
,391
,47
,47
,47
,47
,121
,121
,121
,121
,121
,121
,5
,140
,140
,140
,185
,185
,185
,185
,185
,185
,47
,133
,133
,133
,133
,133
,133
,133
,133
,133
,133
,47
,47
,47
,292
,292
,292
,292
,292
,292
,292
,118
,118
,118
,118
,118
,118
,118
,118
,118
,306
,74
,74
,74
,74
,74
,74
,74
,74
,88
,209
,95
,95
,122
,122
,52
,52
,52
,52
,52
,52
,52
,52
,52
,52
,144
,180
,180
,180
,180
,180
,180
,180
,180
,180
,370
,267
,267
,308
,308
,308
,308
,308
,308
,308
,131
,131
,131
,10
,10
,139
,139
,139
,398
,398
,398
,398
,398
,398
,398
,239
,239
,239
,239
,239
,239
,239
,122
,122
,88
,88
,88
,386
,386
,386
,386
,386
,386
,386
,386
,386
,386
,386
,319
,325
,325
,325
,325
,325
,325
,325
,325
,37
,37
,37
,37
,37
,37
,37
,37
,37
,37
,57
,57
,57
,57
,57
,57
,57
,57
,158
,158
,158
,158
,158
,158
,158
,158
,158
,158
,376
,376
,158
,158
,158
,158
,158
,158
,158
,158
,158
,158
,139
,139
,318
,318
,318
,318
,261
,261
,261
,176
,176
,176
,176
,176
,176
,176
,261
,261
,261
,121
,121
,121
,121
,121
,121
,121
,140
,140
,140
,185
,185
,185
,185
,185
,185
,185
,355
,355
,355
,355
,355
,355
,355
,355
,355
,355
,47
,47
,47
,384
,384
,227
,212
,212
,212
,212
,212
,212
,227
,227
,227
,278
,278
,278
,278
,278
,278
,278
,278
,312
,312
,312
,227
,227
,227
,2
,2
,2
,2
,2
,117
,117
,117
,60
,60
,10
,10
,75
,75
,75
,75
,75
,75
,75
,75
,88
,88
,220
,220
,220
,220
,220
,220
,220
,220
,5
,5
,59
,59
,59
,59
,59
,59
,59
,59
,59
,52
,237
,237
,237
,237
,237
,237
,237
,237
,237
,237
,227
,227
,227
,231
,231
,231
,231
,231
,231
,231
,231
,277
,277
,231
,231
,231
,231
,231
,231
,231
,330
,330
,330
,330
,330
,330
,330
,330
,330
,330
,330
,330
,330
,100
,100
,100
,100
,100
,100
,100
,68
,68
,68
,68
,68
,68
,68
,68
,68
,68
,77
,77
,77
,77
,77
,77
,77
,110
,110
,110
,110
,110
,110
,110
,119
,341
,341
,67
,67
,67
,67
,67
,67
,67
,388
,147
,147
,147
,147
,147
,147
,147
,147
,147
,147
,388
,388
,139
,273
,273
,273
,273
,273
,273
,273
,273
,273
,26
,26
,26
,26
,26
,26
,26
,307
,1
,1
,1
,1
,1
,1
,1
,1
,1
,12
,185
,185
,280
,280
,280
,280
,280
,280
,91
,91
,201
,201
,201
,201
,201
,201
,201
,201
,201
,201
,107
,107
,107
,107
,107
,107
,107
,107
,316
,316
,316
,316
,316
,316
,316
,316
,316
,316
,218
,218
,218
,218
,218
,218
,218
,218
,316
,316
,91
,91
,91
,91
,91
,91
,91
,91
,91
,91
,323
,323
,10
,10
,75
,75
,75
,75
,75
,75
,75
,75
,88
,88
,220
,220
,220
,220
,220
,220
,220
,220
,243
,265
,265
,265
,250
,40
,40
,40
,40
,40
,40
,40
,40
,56
,56
,56
,56
,56
,56
,56
,227
,227
,357
,357
,200
,200
,200
,40
,40
,40
,40
,40
,40
,57
,57
,57
,57
,57
,57
,57
,57
,57
,57
,206
,206
,206
,206
,206
,206
,206
,293
,293
,293
,293
,293
,293
,293
,252
,252
,252
,252
,252
,252
,252
,119
,119
,119
,366
,366
,366
,366
,366
,366
,366
,196
,196
,196
,196
,196
,196
,196
,196
,196
,196
,196
,196
,196
,86
,86
,86
,78
,78
,150
,150
,150
,150
,150
,150
,150
,150
,218
,227
,227
,333
,333
,86
,86
,144
,144
,134
,98
,141
,141
,141
,141
,141
,141
,141
,351
,351
,313
,326
,326
,326
,326
,326
,326
,326
,326
,46
,46
,46
,46
,46
,46
,46
,46
,46
,304
,304
,304
,304
,304
,304
,304
,304
,304
,304
,46
,46
,46
,46
,46
,46
,46
,180
,301
,301
,192
,192
,192
,192
,192
,192
,192
,192
,192
,192
,382
,382
,382
,382
,382
,382
,382
,85
,285
,285
,285
,285
,285
,285
,285
,285
,285
,227
,227
,170
,227
,227
,48
,48
,48
,48
,48
,48
,48
,48
,48
,48
,258
,258
,258
,258
,258
,48
,48
,48
,48
,48
,227
,144
,144
,144
,144
,144
,144
,144
,46
,46
,46
,46
,46
,46
,46
,192
,192
,192
,192
,192
,192
,192
,192
,192
,192
,86
,86
,144
,144
,144
,144
,144
,144
,242
,242
,242
,242
,242
,242
,242
,242
,267
,267
,207
,207
,207
,207
,207
,207
,207
,207
,85
,85
,85
,85
,85
,85
,350
,192
,192
,192
,64
,64
,192
,195
,195
,195
,195
,195
,195
,195
,195
,195
,207
,207
,207
,207
,207
,207
,207
,207
,207
,195
,85
,85
,85
,85
,85
,85
,85
,85
,85
,8
,350
,350
,195
,86
,86
,286
,286
,286
,286
,286
,286
,286
,286
,217
,217
,217
,217
,118
,118
,118
,118
,118
,118
,118
,118
,118
,118
,118
,118
,118
,118
,99
,99
,99
,99
,99
,99
,99
,99
,99
,358
,98
,98
,98
,98
,98
,98
,98
,98
,98
,12
,1
,1
,1
,397
,397
,397
,397
,397
,397
,314
,34
,34
,34
,34
,34
,34
,194
,253
,253
,253
,253
,253
,253
,311
,187
,187
,187
,187
,187
,187
,187
,187
,187
,187
,182
,182
,182
,69
,69
,69
,69
,69
,69
,69
,69
,69
,290
,290
,290
,290
,290
,290
,290
,290
,290
,290
,148
,148
,148
,148
,148
,148
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,146
,236
,236
,236
,236
,236
,236
,236
,148
,148
,148
,148
,148
,148
,148
,148
,148
,148
,210
,210
,210
,210
,210
,210
,210
,210
,210
,210
,69
,69
,69
,69
,69
,69
,69
,69
,69
,69
,139
,139
,139
,374
,374
,374
,374
,47
,82
,82
,82
,82
,82
,82
,16
,16
,16
,16
,126
,126
,126
,122
,156
,156
,156
,156
,156
,243
,243
,243
,243
,243
,393
,393
,393
,393
,86
,86
,139
,139
,139
,323
,323
,323
,323
,70
,323
,323
,323
,211
,211
,211
,211
,211
,211
,211
,211
,211
,211
,211
,211
,138
,138
,138
,138
,323
,323
,323
,234
,234
,234
,234
,234
,234
,234
,234
,199
,199
,199
,199
,199
,199
,199
,199
,199
,234
,234
,234
,128
,128
,128
,128
,128
,128
,128
,128
,128
,128
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,251
,59
,59
,88
,88
,256
,51
,227
,227
,227
,227
,237
,352
,82
,82
,13
,13
,13
,42
,42
,42
,9
,9
,9
,9
,9
,9
,110
,277
,277
,277
,160
,160
,160
,160
,160
,160
,287
,190
,190
,190
,190
,190
,190
,190
,190
,190
,287
,287
,287
,287
,287
,287
,149
,149
,149
,149
,267
,267
,267
,59
,59
,59
,59
,59
,59
,267
,204
,204
,204
,204
,204
,204
,204
,271
,271
,271
,119
,119
,119
,119
,119
,119
,119
,119
,119
,119
,339
,339
,339
,339
,254
,254
,254
,254
,254
,254
,254
,254
,254
,254
,254
,119
,119
,119
,119
,119
,119
,119
,44
,44
,44
,44
,44
,44
,44
,44
,44
,44
,119
,119
,119
,271
,271
,271
,271
,271
,271
,271
,271
,271
,271
,252
,252
,252
,252
,252
,252
,252
,86
,86
,193
,227
,227
,227
,166
,166
,166
,166
,166
,166
,166
,166
,166
,166
,166
,166
,166
,165
,165
,165
,333
,13
,13
,13
,13
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,39
,352
,335
,86
,86
,220
,220
,220
,220
,220
,220
,220
,82
,82
,82
,82
,82
,82
,351
,351
,351
,351
,276
,276
,276
,120
,120
,120
,120
,120
,120
,276
,276
,276
,276
,104
,104
,104
,104
,104
,104
,104
,126
,126
,126
,126
,126
,126
,126
,126
,126
,126
,126
,126
,126
,256
,387
,387
,387
,387
,387
,387
,387
,387
,156
,156
,328
,328
,265
,265
,265
,265
,265
,265
,265
,227
,227
,227
,347
,227
,227
,163
,163
,163
,163
,163
,163
,163
,163
,364
,364
,364
,364
,364
,364
,364
,364
,364
,153
,153
,153
,153
,153
,153
,153
,153
,33
,33
,33
,33
,33
,33
,33
,33
,33
,266
,266
,266
,266
,266
,266
,266
,266
,266
,266
,33
,33
,33
,224
,224
,224
,224
,224
,224
,224
,224
,33
,33
,33
,33
,33
,33
,33
,33
,33
,33
,170
,227
,227
,227
,142
,142
,142
,142
,142
,142
,142
,142
,142
,142
,227
,227
,227
,227
,227
,3
,3
,3
,3
,3
,3
,3
,86
,86
,86
,25
,118
,118
,111
,111
,111
,111
,111
,111
,262
,262
,262
,262
,262
,262
,262
,262
,262
,262
,262
,262
,262
,262
,138
,139
,139
,139
,286
,286
,286
,286
,286
,286
,227
,227
,227
,66
,66
,66
,66
,66
,66
,66
,66
,66
,66
,18
,81
,81
,81
,81
,81
,81
,81
,81
,81
,81
,225
,139
,122
,275
,275
,93
,93
,225
,225
,225
,225
,306
,306
,306
,306
,208
,208
,208
,258
,258
,258
,258
,258
,48
,48
,48
,48
,48
,267
,267
,267
,89
,89
,89
,89
,89
,205
,205
,205
,205
,205
,205
,205
,205
,205
,205
,95
,95
,95
,95
,95
,209
,209
,209
,209
,209
,209
,209
,209
,209
,209
,86
,86
,86
,306
,306
,306
,306
,306
,306
,306
,139
,139
,202
,202
,202
,202
,202
,202
,202
,202
,162
,162
,162
,162
,162
,162
,162
,162
,162
,162
,162
,162
,162
,13
,13
,42
,42
,42
,42
,42
,42
,42
,42
,42
,314
,98
,98
,98
,98
,98
,98
,98
,98
,98
,98
,26
,26
,26
,26
,26
,26
,26
,12
,1
,1
,397
,397
,397
,397
,397
,397
,397
,107
,107
,107
,107
,107
,107
,107
,132
,132
,132
,132
,132
,132
,132
,132
,132
,132
,60
,60
,60
,60
,60
,60
,60
,60
,60
,60
,159
,159
,159
,159
,159
,159
,159
,381
,381
,381
,336
,336
,336
,336
,336
,336
,336
,7
,7
,7
,164
,164
,164
,164
,164
,164
,164
,238
,238
,238
,263
,263
,263
,263
,263
,263
,263
,60
,60
,60
,21
,21
,21
,21
,21
,21
,21
,280
,280
,280
,280
,280
,280
,280
,55
,55
,55
,253
,253
,253
,253
,253
,253
,253
,187
,187
,187
,187
,187
,187
,187
,187
,187
,187
,182
,182
,182
,98
,98
,98
,338
,338
,338
,227
,227
,227
,227
,227
,98
,98
,141
,141
,141
,141
,141
,141
,141
,141
,141
,242
,242
,242
,242
,242
,242
,242
,242
,242
,242
,64
,64
,64
,64
,64
,64
,64
,192
,192
,192
,273
,86
,86
,170
,139
,139
,9
,9
,9
,9
,9
,9
,116
,273
,273
,139
,139
,139
,219
,219
,219
,219
,219
,219
,219
,219
,219
,219
,219
,219
,219
,255
,255
,255
,255
,255
,250
,122
,122
,122
,88
,88
,88
,88
,88
,88
,88
,88
,170
,170
,286
,286
,286
,286
,286
,170
,170
,283
,283
,283
,283
,283
,283
,48
,48
,48
,48
,48
,283
,283
,283
,283
,283
,258
,258
,258
,258
,258
,48
,48
,48
,48
,48
,258
,258
,258
,258
,258
,258
,48
,283
,283
,283
,283
,130
,267
,310
,191
,191
,191
,191
,16
,16
,16
,16
,16
,16
,265
,261
,261
,261
,191
,191
,191
,191
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,16
,122
,129
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,238
,34
