72,157,36,129,146,99,1
88,145,37,58,213,112,1
92,122,34,260,37,119,1
98,91,42,266,9,99,1
90,84,42,85,214,110,1
70,78,37,199,243,107,1
98,55,40,270,61,101,1
83,137,39,110,246,114,1
77,102,37,121,92,102,1
80,99,36,75,228,104,1
71,100,34,4,135,99,1
77,98,16,261,38,106,1
75,98,39,81,151,97,1
71,92,35,112,214,96,1
93,76,42,230,83,103,1
87,78,42,134,192,110,1
81,84,39,186,297,100,1
71,46,39,168,81,114,1
91,59,36,128,240,107,1
94,67,37,141,10,107,1
88,53,33,142,39,115,1
92,60,35,10,93,100,1
57,89,36,258,27,141,1
65,79,40,31,269,137,1
57,78,37,262,87,129,1
63,97,37,229,80,125,1
55,87,40,153,86,124,1
61,86,38,61,256,124,1
55,94,37,31,163,124,1
59,81,37,124,179,144,1
69,99,34,210,67,129,1
96,108,37,273,79,136,1
97,111,37,33,195,138,1
80,102,41,129,73,134,1
88,105,38,130,125,147,1
69,89,37,152,80,141,1
80,97,37,258,14,122,1
95,87,37,19,294,127,1
82,87,35,235,48,128,1
83,79,38,96,186,136,1
92,84,37,122,221,143,1
80,82,36,29,253,130,1
86,69,36,206,41,125,1
90,64,37,77,85,127,1
7.03972,95.6635,38.1103,118.236,95.0196,65.6257,2
7.03972,95.6635,38.1103,118.236,95.0196,65.6257,2
7.03972,95.6635,38.1103,118.236,95.0196,78.4306,2
58.899,171.602,36.9833,208.534,84.9874,46.4158,2
72.5934,98.496,37.3749,120.146,44.7776,90.3342,2
72.5934,98.496,37.3749,120.146,44.7776,65.8529,2
72.5934,98.496,37.3749,120.146,44.7776,65.8529,2
56.7384,96.4657,37.268,125.695,94.369,77.6751,2
56.7384,96.4657,37.268,125.695,94.369,77.6751,2
56.7384,96.4657,37.268,125.695,94.369,77.6751,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
64.0221,69.0427,37.268,111.51,97.1449,40.9193,2
6.95972,95.0371,39.7388,123.246,93.402,77.2337,2
6.95972,95.0371,39.7388,123.246,93.402,77.2337,2
65.3157,102.801,39.7388,146.642,83.0618,120.905,2
89.9293,100.891,39.7388,188.525,114.071,114.413,2
89.9293,100.891,39.7388,188.525,114.071,114.413,2
97.4419,112.96,39.7388,141.765,114.071,114.413,2
83.6118,109.595,39.7388,158.994,258.602,99.6356,2
83.6118,109.595,39.7388,158.994,153.376,99.6356,2
83.6118,109.595,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
97.1131,110.735,39.7388,158.994,153.376,99.6356,2
59.2252,109.31,39.7388,204.798,166.872,88.7071,2
59.2252,109.31,39.7388,204.798,135.504,88.7071,2
59.2252,109.31,39.7388,204.798,135.504,88.7071,2
59.2252,109.31,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
60.2651,108.546,39.7388,204.798,135.504,88.7071,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,216.961,174.735,64.6868,2
57.0367,103.153,39.7388,208.534,174.735,83.9289,2
57.0367,113.231,39.7388,168.818,190.699,69.7906,2
57.0367,113.231,39.7388,168.818,190.699,69.7906,2
57.0367,113.231,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,168.818,190.699,69.7906,2
57.3731,102.007,39.7388,189.306,190.699,91.8475,2
57.3731,102.007,39.7388,189.306,179.638,91.8475,2
57.3731,102.007,39.7388,189.306,179.638,91.8475,2
57.3731,102.007,39.7388,189.306,179.638,91.8475,2
95.2081,102.959,33.0191,57.971,174.735,137.954,2
95.2081,102.959,33.0191,57.971,174.735,137.954,2
95.2081,102.959,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.165,33.0191,57.971,174.735,137.954,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,100.159,33.0191,21.8638,190.699,145.053,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,98.3158,33.0191,16.3535,152.301,145.153,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
95.2081,105.722,33.0191,241.526,116.639,104.594,2
66.8978,97.9138,37.2186,148.897,80.9549,63.7218,2
66.8978,97.9138,37.2186,148.897,80.9549,63.7218,2
66.8978,97.9138,37.2186,148.897,80.9549,63.7218,2
66.8978,97.9138,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
90.6959,101.166,37.2186,148.897,80.9549,63.7218,2
93.1558,97.6515,37.3749,120.146,44.7776,69.0251,2
93.1558,97.6515,37.3749,120.146,44.7776,69.0251,2
91.5415,90.2124,38.5894,188.525,114.071,85.7521,2
91.5415,90.2124,38.5894,188.525,114.071,85.7521,2
91.5415,90.2124,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
97.0682,96.4194,38.5894,188.525,114.071,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,258.602,85.7521,2
82.1543,94.9111,38.5894,141.765,153.376,85.7521,2
82.1543,94.9111,38.5894,158.994,153.376,60.5032,2
82.1543,94.9111,38.5894,158.994,153.376,60.5032,2
82.1543,94.9111,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,153.376,60.5032,2
95.5599,92.7161,38.5894,158.994,92.0045,60.5032,2
95.5599,92.7161,38.5894,243.362,92.0045,88.7144,2
95.5599,92.7161,38.5894,243.362,92.0045,88.7144,2
95.5599,92.7161,38.5894,243.362,92.0045,88.7144,2
86.2441,91.078,38.5894,82.7631,166.872,76.6451,2
86.2441,91.078,38.5894,82.7631,166.872,76.6451,2
86.2441,91.078,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,166.872,76.6451,2
72.4158,92.0307,38.5894,82.7631,135.504,88.7071,2
72.4158,92.0307,38.5894,48.8486,135.504,88.7071,2
72.4158,92.0307,38.5894,48.8486,135.504,88.7071,2
72.4158,92.0307,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,135.504,88.7071,2
78.7952,92.9219,38.5894,48.8486,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,234.086,70.8094,2
96.2732,89.5568,38.5894,89.8777,174.735,64.6868,2
96.2732,89.5568,38.5894,57.971,174.735,64.6868,2
96.2732,89.5568,38.5894,57.971,174.735,64.6868,2
96.2732,89.5568,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,174.735,64.6868,2
73.811,89.0147,38.5894,57.971,246.536,83.9289,2
73.811,89.0147,38.5894,51.6505,246.536,83.9289,2
73.811,89.0147,38.5894,51.6505,246.536,83.9289,2
73.811,89.0147,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,246.536,83.9289,2
98.3269,95.6851,38.5894,51.6505,190.699,68.1864,2
98.3269,95.6851,38.5894,21.8638,190.699,68.1864,2
98.3269,95.6851,38.5894,21.8638,190.699,68.1864,2
98.3269,95.6851,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,190.699,68.1864,2
70.8539,89.4833,38.5894,21.8638,179.638,86.4236,2
70.8539,89.4833,38.5894,37.2296,179.638,86.4236,2
70.8539,89.4833,38.5894,37.2296,179.638,86.4236,2
70.8539,89.4833,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,179.638,86.4236,2
93.5174,93.7317,38.5894,37.2296,127.512,77.074,2
93.5174,93.7317,38.5894,96.6736,127.512,77.074,2
93.5174,93.7317,38.5894,96.6736,127.512,77.074,2
93.5174,93.7317,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
67.3379,86.1896,38.5894,96.6736,127.512,77.074,2
56.7449,166.362,37.2186,96.1817,266.173,63.7218,2
6.94263,95.3864,36.9156,119.116,91.6141,76.6983,2
67.129,82.6892,37.0095,272.625,90.8111,63.7218,2
90.4259,90.1041,37.2238,188.525,90.8111,63.7218,2
90.4259,90.1041,37.2238,188.525,90.8111,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,188.525,82.0986,51.8803,2
98.802,94.9649,37.2238,141.765,82.0986,51.8803,2
98.802,94.9649,37.2238,141.765,82.0986,51.8803,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,268.565,82.7387,53.59,2
7.60422,87.0937,38.4561,180.63,82.7387,48.3188,2
7.60422,87.0937,38.4561,180.63,75.8785,48.3188,2
7.60422,87.0937,38.4561,180.63,75.8785,48.3188,2
66.648,91.9826,38.4561,161.045,90.956,53.6082,2
98.6464,99.6372,38.1931,142.11,42.1448,65.94,2
98.6464,99.6372,38.1931,142.11,42.1448,65.94,2
98.6464,99.6372,38.1931,142.11,42.1448,65.94,2
98.6464,99.6372,38.1931,142.11,16.6339,65.94,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,38.1931,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,99.6372,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
98.6464,97.9353,25.0378,142.11,16.6339,79.2488,2
81.7869,83.7685,37.3749,141.765,153.376,40.6124,2
81.7869,83.7685,37.3749,158.994,153.376,40.6124,2
81.7869,83.7685,37.3749,158.994,153.376,40.6124,2
81.7869,83.7685,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
96.8598,79.9801,37.3749,158.994,153.376,40.6124,2
86.1507,78.8245,37.3749,82.7631,258.565,38.5598,2
86.1507,78.8245,37.3749,82.7631,258.565,38.5598,2
86.1507,78.8245,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,38.5598,2
72.2457,78.9378,37.3749,82.7631,258.565,36.9506,2
85.9709,53.782,38.1931,147.917,15.277,79.2488,2
85.9709,53.782,38.1931,147.917,15.277,79.2488,2
65.3152,87.7054,37.2186,90.1837,92.0854,63.7218,2
65.3152,87.7054,37.2186,90.1837,92.0854,63.7218,2
65.3152,87.7054,37.2186,90.1837,92.0854,63.7218,2
65.3152,87.7054,37.2186,90.1837,92.0854,63.7218,2
65.3152,87.7054,43.1851,90.1837,92.0854,63.7218,2
65.3152,87.7054,43.1851,90.1837,92.0854,63.7218,2
65.3152,87.7054,43.1851,114.553,92.0854,63.7218,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
99.8794,93.8825,43.1851,126.941,114.071,114.413,2
82.1399,93.6125,43.1851,123.249,153.376,99.6356,2
82.1399,93.6125,43.1851,123.249,153.376,99.6356,2
82.1399,93.6125,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,123.249,153.376,99.6356,2
94.0041,93.0323,43.1851,133.795,92.0045,99.6356,2
58.4777,93.2015,43.1851,128.226,196.769,112.348,2
58.4777,93.2015,43.1851,128.226,196.769,112.348,2
58.4777,93.2015,43.1851,128.226,196.769,112.348,2
58.4777,93.2015,43.1851,128.226,196.769,112.348,2
58.4777,91.0887,43.1851,128.226,196.769,112.348,2
58.4777,91.0887,43.1851,128.226,196.769,112.348,2
58.4777,91.0887,43.1851,128.226,196.769,112.348,2
58.4777,91.0887,43.1851,128.226,196.769,112.348,2
58.4777,91.0887,41.0002,128.226,196.769,112.348,2
58.4777,91.0887,41.0002,128.226,196.769,112.348,2
58.4777,91.0887,41.0002,125.238,258.565,118.074,2
58.4777,91.0887,41.0002,125.238,258.565,118.074,2
58.4777,91.0887,41.0002,125.238,258.565,118.074,2
58.4777,91.0887,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
59.0201,92.5684,41.0002,125.238,258.565,118.074,2
99.0797,99.0858,38.1931,142.843,40.456,66.575,2
99.0797,99.0858,38.1931,142.843,40.456,66.575,2
99.0797,99.0858,38.1931,142.843,40.456,66.575,2
99.0797,99.0858,38.1931,142.843,15.5574,66.575,2
99.0797,99.0858,38.1931,142.843,15.5574,66.575,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,38.1931,142.843,15.5574,79.2488,2
99.0797,99.0858,25.0378,142.843,15.5574,79.2488,2
99.0797,99.0858,25.0378,142.843,15.5574,79.2488,2
99.0797,99.0858,25.0378,142.843,15.5574,79.2488,2
6.98136,95.7341,37.7686,137.825,91.0972,73.2323,2
6.98136,95.7341,37.7686,137.825,91.0972,73.2323,2
6.98136,95.7341,37.7686,128.323,91.0972,73.2323,2
6.98136,95.7341,37.7686,128.323,91.0972,73.2323,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
84.993,129.557,37.719,80.6327,88.6375,37.4298,2
83.49,124.782,37.719,16.1076,87.6361,36.2674,2
83.49,124.782,37.719,16.1076,87.6361,36.2674,2
83.49,124.782,37.719,26.2251,87.6361,36.2674,2
83.49,124.782,37.719,26.2251,87.6361,36.2674,2
56.4889,96.4383,36.897,126.216,94.6191,76.4839,2
56.4889,96.4383,36.897,126.216,94.6191,76.4839,2
56.4889,96.4383,36.897,126.216,94.6191,76.4839,2
64.1689,101.878,37.2186,148.266,91.1661,63.7218,2
64.1689,101.878,37.2186,148.266,91.2698,63.7218,2
64.1689,101.878,37.2186,148.266,91.2698,63.7218,2
64.1689,101.878,37.2186,148.266,91.2698,63.7218,2
64.1689,95.8627,37.2186,148.266,91.2698,63.7218,2
64.1689,95.8627,37.2186,148.266,91.2698,63.7218,2
64.1689,95.8627,37.2186,148.266,91.2698,63.7218,2
64.1689,95.8627,37.2186,148.266,91.2698,63.7218,2
64.1689,95.8627,37.2186,148.266,91.2698,63.7218,2
64.1689,101.822,37.2186,188.525,92.9958,95.6658,2
64.1689,101.822,37.2186,188.525,92.9958,85.7521,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,105.668,37.2186,204.798,17.9539,52.9609,2
68.6881,102.531,37.2186,216.961,32.8991,46.4158,2
68.6881,102.531,37.2186,216.961,32.8991,46.4158,2
68.6881,102.531,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,216.961,32.8991,46.4158,2
68.6881,102.63,37.2186,208.534,32.8991,51.2136,2
68.6881,102.63,37.2186,208.534,60.2518,51.2136,2
68.6881,102.63,37.2186,208.534,60.2518,51.2136,2
68.6881,102.63,37.2186,208.534,60.2518,51.2136,2
68.6881,103.652,37.2186,189.306,38.9807,52.3508,2
68.6881,103.652,37.2186,189.306,34.767,52.3508,2
68.6881,103.652,37.2186,189.306,34.767,52.3508,2
68.6881,103.652,37.2186,189.306,34.767,52.3508,2
68.6881,97.5293,37.2186,268.565,14.9092,52.3508,2
68.6881,97.5293,37.2186,268.565,14.9092,52.3508,2
68.6881,97.5293,37.2186,268.565,14.9092,52.3508,2
